facility_code,facility_name,facility_type,zone,municipality,district,latitude,longitude,source_dataset,bus_status,solver_ready,bus_id,voltage_kv,topology_role,voltage_level_status,notes
1109S5727400,TELHEIRO,SE_AT,Grande Lisboa,Mafra,Lisboa,38.980831247343,-9.34682985898176,se-at_2025,candidate,False,1109S5727400_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1109S5727400,TELHEIRO,SE_AT,Grande Lisboa,Mafra,Lisboa,38.980831247343,-9.34682985898176,se-at_2025,candidate,False,1109S5727400_10,10.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/10. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1109S5902500,VENDA DO PINHEIRO,SE_AT,Grande Lisboa,Mafra,Lisboa,38.924038402017,-9.21776982270913,se-at_2025,candidate,False,1109S5902500_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1109S5902500,VENDA DO PINHEIRO,SE_AT,Grande Lisboa,Mafra,Lisboa,38.924038402017,-9.21776982270913,se-at_2025,candidate,False,1109S5902500_10,10.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/10. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1109S5905600,GRADIL,SE_AT,Grande Lisboa,Mafra,Lisboa,38.9765202286696,-9.26357491471727,se-at_2025,candidate,False,1109S5905600_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1109S5905600,GRADIL,SE_AT,Grande Lisboa,Mafra,Lisboa,38.9765202286696,-9.26357491471727,se-at_2025,candidate,False,1109S5905600_10,10.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/10. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1110S5117100,FIGUEIRINHA,SE_AT,Grande Lisboa,Oeiras,Lisboa,38.6959924690907,-9.30622232991683,se-at_2025,candidate,False,1110S5117100_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1110S5117100,FIGUEIRINHA,SE_AT,Grande Lisboa,Oeiras,Lisboa,38.6959924690907,-9.30622232991683,se-at_2025,candidate,False,1110S5117100_10,10.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/10. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1110S5270000,MIRAFLORES,SE_AT,Grande Lisboa,Oeiras,Lisboa,38.7108680061072,-9.23128895710694,se-at_2025,candidate,False,1110S5270000_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1110S5270000,MIRAFLORES,SE_AT,Grande Lisboa,Oeiras,Lisboa,38.7108680061072,-9.23128895710694,se-at_2025,candidate,False,1110S5270000_10,10.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/10. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1110S5810700,LEIÃO,SE_AT,Grande Lisboa,Oeiras,Lisboa,38.7320114203329,-9.29422217174542,se-at_2025,candidate,False,1110S5810700_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1110S5810700,LEIÃO,SE_AT,Grande Lisboa,Oeiras,Lisboa,38.7320114203329,-9.29422217174542,se-at_2025,candidate,False,1110S5810700_10,10.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/10. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1110S5900200,BARCARENA,SE_AT,Grande Lisboa,Oeiras,Lisboa,38.737082806951,-9.26669622815294,se-at_2025,candidate,False,1110S5900200_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1110S5900200,BARCARENA,SE_AT,Grande Lisboa,Oeiras,Lisboa,38.737082806951,-9.26669622815294,se-at_2025,candidate,False,1110S5900200_10,10.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/10. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1111P5906900,ALBARRAQUE,PC_AT,Grande Lisboa,Sintra,Lisboa,38.7467619117233,-9.35321922963648,pc-at_2025,candidate,False,1111P5906900_60,60.0,posto_de_corte,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1111S5066400,PERO PINHEIRO,SE_AT,Grande Lisboa,Sintra,Lisboa,38.8508914400789,-9.32625843841308,se-at_2025,candidate,False,1111S5066400_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1111S5066400,PERO PINHEIRO,SE_AT,Grande Lisboa,Sintra,Lisboa,38.8508914400789,-9.32625843841308,se-at_2025,candidate,False,1111S5066400_10,10.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/10. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1111S5127800,CAPA ROTA,SE_AT,Grande Lisboa,Sintra,Lisboa,38.7604004590443,-9.36324270861278,se-at_2025,candidate,False,1111S5127800_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1111S5127800,CAPA ROTA,SE_AT,Grande Lisboa,Sintra,Lisboa,38.7604004590443,-9.36324270861278,se-at_2025,candidate,False,1111S5127800_10,10.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/10. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1111S5200000,SABUGO,SE_AT,Grande Lisboa,Sintra,Lisboa,38.834110538687,-9.30008023159825,se-at_2025,candidate,False,1111S5200000_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1111S5200000,SABUGO,SE_AT,Grande Lisboa,Sintra,Lisboa,38.834110538687,-9.30008023159825,se-at_2025,candidate,False,1111S5200000_10,10.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/10. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1111S5221600,CACÉM,SE_AT,Grande Lisboa,Sintra,Lisboa,38.7574807260228,-9.28871750859266,se-at_2025,candidate,False,1111S5221600_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1111S5221600,CACÉM,SE_AT,Grande Lisboa,Sintra,Lisboa,38.7574807260228,-9.28871750859266,se-at_2025,candidate,False,1111S5221600_10,10.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/10. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1111S5377000,QUELUZ,SE_AT,Grande Lisboa,Sintra,Lisboa,38.7557008178834,-9.25632226191825,se-at_2025,candidate,False,1111S5377000_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1111S5377000,QUELUZ,SE_AT,Grande Lisboa,Sintra,Lisboa,38.7557008178834,-9.25632226191825,se-at_2025,candidate,False,1111S5377000_10,10.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/10. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1111S5395000,MEM MARTINS,SE_AT,Grande Lisboa,Sintra,Lisboa,38.8036537652089,-9.33633618183811,se-at_2025,candidate,False,1111S5395000_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1111S5395000,MEM MARTINS,SE_AT,Grande Lisboa,Sintra,Lisboa,38.8036537652089,-9.33633618183811,se-at_2025,candidate,False,1111S5395000_10,10.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/10. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1111S5749400,JANAS,SE_AT,Grande Lisboa,Sintra,Lisboa,38.8259035746782,-9.40591268480081,se-at_2025,candidate,False,1111S5749400_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1111S5749400,JANAS,SE_AT,Grande Lisboa,Sintra,Lisboa,38.8259035746782,-9.40591268480081,se-at_2025,candidate,False,1111S5749400_10,10.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/10. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1111S5850000,RIO MOURO,SE_AT,Grande Lisboa,Sintra,Lisboa,38.7785956289096,-9.32378266541571,se-at_2025,candidate,False,1111S5850000_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1111S5850000,RIO MOURO,SE_AT,Grande Lisboa,Sintra,Lisboa,38.7785956289096,-9.32378266541571,se-at_2025,candidate,False,1111S5850000_10,10.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/10. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1111S5900300,RANHOLAS,SE_AT,Grande Lisboa,Sintra,Lisboa,38.7841653658077,-9.36082840635402,se-at_2025,candidate,False,1111S5900300_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1111S5900300,RANHOLAS,SE_AT,Grande Lisboa,Sintra,Lisboa,38.7841653658077,-9.36082840635402,se-at_2025,candidate,False,1111S5900300_10,10.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/10. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1111S5903100,SÃO MARCOS,SE_AT,Grande Lisboa,Sintra,Lisboa,38.7510208313432,-9.30298072974004,se-at_2025,candidate,False,1111S5903100_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1111S5903100,SÃO MARCOS,SE_AT,Grande Lisboa,Sintra,Lisboa,38.7510208313432,-9.30298072974004,se-at_2025,candidate,False,1111S5903100_10,10.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/10. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1111S5905700,GODIGANA,SE_AT,Grande Lisboa,Sintra,Lisboa,38.8626273459496,-9.37319190353444,se-at_2025,candidate,False,1111S5905700_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1111S5905700,GODIGANA,SE_AT,Grande Lisboa,Sintra,Lisboa,38.8626273459496,-9.37319190353444,se-at_2025,candidate,False,1111S5905700_10,10.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/10. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1112S5901400,CABEDA,SE_AT,Oeste,Sobral de Monte Agraço,Lisboa,39.0110842558322,-9.16667085768563,se-at_2025,candidate,False,1112S5901400_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1112S5901400,CABEDA,SE_AT,Oeste,Sobral de Monte Agraço,Lisboa,39.0110842558322,-9.16667085768563,se-at_2025,candidate,False,1112S5901400_30,30.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/30. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1113P5902200,VALE DE GALEGOS,PC_AT,Oeste,Torres Vedras,Lisboa,39.0467404516109,-9.30961890819643,pc-at_2025,candidate,False,1113P5902200_60,60.0,posto_de_corte,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1113P5904600,A-DOS-CUNHADOS,PC_AT,Oeste,Torres Vedras,Lisboa,39.1406886844636,-9.27786734600834,pc-at_2025,candidate,False,1113P5904600_60,60.0,posto_de_corte,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1113S5480800,MATACÃES,SE_AT,Oeste,Torres Vedras,Lisboa,39.1018754423459,-9.21140250387858,se-at_2025,candidate,False,1113S5480800_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1113S5480800,MATACÃES,SE_AT,Oeste,Torres Vedras,Lisboa,39.1018754423459,-9.21140250387858,se-at_2025,candidate,False,1113S5480800_30,30.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/30. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1113S5527000,CASALINHOS DE ALFAIATA,SE_AT,Oeste,Torres Vedras,Lisboa,39.0945815661526,-9.34368339664191,se-at_2025,candidate,False,1113S5527000_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1113S5527000,CASALINHOS DE ALFAIATA,SE_AT,Oeste,Torres Vedras,Lisboa,39.0945815661526,-9.34368339664191,se-at_2025,candidate,False,1113S5527000_10,10.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/10. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1113S5900500,TORRES VEDRAS SUL,SE_AT,Oeste,Torres Vedras,Lisboa,39.0745742098773,-9.26624557139885,se-at_2025,candidate,False,1113S5900500_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1113S5900500,TORRES VEDRAS SUL,SE_AT,Oeste,Torres Vedras,Lisboa,39.0745742098773,-9.26624557139885,se-at_2025,candidate,False,1113S5900500_10,10.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/10. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1113S5901500,BOMBARDEIRA,SE_AT,Oeste,Torres Vedras,Lisboa,39.1562721393967,-9.34538090251774,se-at_2025,candidate,False,1113S5901500_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1113S5901500,BOMBARDEIRA,SE_AT,Oeste,Torres Vedras,Lisboa,39.1562721393967,-9.34538090251774,se-at_2025,candidate,False,1113S5901500_10,10.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/10. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1114P5329500,EPAL,PC_AT,Grande Lisboa,Vila Franca de Xira,Lisboa,38.9829287450124,-8.97765061059676,pc-at_2025,candidate,False,1114P5329500_60,60.0,posto_de_corte,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1114P5340100,SOBRALINHO,PC_AT,Grande Lisboa,Vila Franca de Xira,Lisboa,38.9208634101618,-9.02181941515131,pc-at_2025,candidate,False,1114P5340100_60,60.0,posto_de_corte,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1114S5140100,ALHANDRA,SE_AT,Grande Lisboa,Vila Franca de Xira,Lisboa,38.9218955885683,-9.01462395601946,se-at_2025,candidate,False,1114S5140100_60,10.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1114S5140100,ALHANDRA,SE_AT,Grande Lisboa,Vila Franca de Xira,Lisboa,38.9218955885683,-9.01462395601946,se-at_2025,candidate,False,1114S5140100_10,10.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=10. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1114S5192200,PÓVOA,SE_AT,Grande Lisboa,Vila Franca de Xira,Lisboa,38.8591289576821,-9.07432559463732,se-at_2025,candidate,False,1114S5192200_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1114S5192200,PÓVOA,SE_AT,Grande Lisboa,Vila Franca de Xira,Lisboa,38.8591289576821,-9.07432559463732,se-at_2025,candidate,False,1114S5192200_30,30.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/30. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1114S5340500,AREIAS (VFX),SE_AT,Grande Lisboa,Vila Franca de Xira,Lisboa,38.9756466880235,-8.97582615568302,se-at_2025,candidate,False,1114S5340500_60,10.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1114S5340500,AREIAS (VFX),SE_AT,Grande Lisboa,Vila Franca de Xira,Lisboa,38.9756466880235,-8.97582615568302,se-at_2025,candidate,False,1114S5340500_10,10.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=10. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1115P5187100,CARENQUE,PC_AT,Grande Lisboa,Amadora,Lisboa,38.7692499925843,-9.24080702133099,pc-at_2025,candidate,False,1115P5187100_60,60.0,posto_de_corte,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1115S5191000,VENDA NOVA (Amadora),SE_AT,Grande Lisboa,Amadora,Lisboa,38.7527028239781,-9.21507070373578,se-at_2025,candidate,False,1115S5191000_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1115S5191000,VENDA NOVA (Amadora),SE_AT,Grande Lisboa,Amadora,Lisboa,38.7527028239781,-9.21507070373578,se-at_2025,candidate,False,1115S5191000_10,10.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/10. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1115S5440000,VENTEIRA,SE_AT,Grande Lisboa,Amadora,Lisboa,38.745068326833,-9.23533506062851,se-at_2025,candidate,False,1115S5440000_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1115S5440000,VENTEIRA,SE_AT,Grande Lisboa,Amadora,Lisboa,38.745068326833,-9.23533506062851,se-at_2025,candidate,False,1115S5440000_10,10.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/10. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1115S5480500,REBOLEIRA,SE_AT,Grande Lisboa,Amadora,Lisboa,38.7524282216842,-9.23235979612952,se-at_2025,candidate,False,1115S5480500_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1115S5480500,REBOLEIRA,SE_AT,Grande Lisboa,Amadora,Lisboa,38.7524282216842,-9.23235979612952,se-at_2025,candidate,False,1115S5480500_10,10.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/10. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1115S5528500,CASAL SÃO BRÁS,SE_AT,Grande Lisboa,Amadora,Lisboa,38.7687333692467,-9.22542383473999,se-at_2025,candidate,False,1115S5528500_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1115S5528500,CASAL SÃO BRÁS,SE_AT,Grande Lisboa,Amadora,Lisboa,38.7687333692467,-9.22542383473999,se-at_2025,candidate,False,1115S5528500_10,10.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/10. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1116S5340000,ARROJA,SE_AT,Grande Lisboa,Odivelas,Lisboa,38.7956554364485,-9.19080965783365,se-at_2025,candidate,False,1116S5340000_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1116S5340000,ARROJA,SE_AT,Grande Lisboa,Odivelas,Lisboa,38.7956554364485,-9.19080965783365,se-at_2025,candidate,False,1116S5340000_10,10.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/10. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1116S5903800,CANEÇAS,SE_AT,Grande Lisboa,Odivelas,Lisboa,38.8050685410114,-9.21407372833929,se-at_2025,candidate,False,1116S5903800_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1116S5903800,CANEÇAS,SE_AT,Grande Lisboa,Odivelas,Lisboa,38.8050685410114,-9.21407372833929,se-at_2025,candidate,False,1116S5903800_10,10.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/10. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1201S5904100,ALTER DO CHÃO,SE_AT,Alto Alentejo,Alter do Chão,Portalegre,39.1892699403809,-7.6637467436579,se-at_2025,candidate,False,1201S5904100_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1201S5904100,ALTER DO CHÃO,SE_AT,Alto Alentejo,Alter do Chão,Portalegre,39.1892699403809,-7.6637467436579,se-at_2025,candidate,False,1201S5904100_30,30.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/30. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1202S5901700,ARRONCHES,SE_AT,Alto Alentejo,Arronches,Portalegre,39.1151766663362,-7.28885852195264,se-at_2025,candidate,False,1202S5901700_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1202S5901700,ARRONCHES,SE_AT,Alto Alentejo,Arronches,Portalegre,39.1151766663362,-7.28885852195264,se-at_2025,candidate,False,1202S5901700_30,30.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/30. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1203S5650400,MARANHÃO,SE_AT,Alto Alentejo,Avis,Portalegre,39.0154827030867,-7.97699504060313,se-at_2025,candidate,False,1203S5650400_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1203S5650400,MARANHÃO,SE_AT,Alto Alentejo,Avis,Portalegre,39.0154827030867,-7.97699504060313,se-at_2025,candidate,False,1203S5650400_30,30.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/30. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1207S5767100,ALCÁÇOVA,SE_AT,Alto Alentejo,Elvas,Portalegre,38.887179926942,-7.16938433645039,se-at_2025,candidate,False,1207S5767100_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1207S5767100,ALCÁÇOVA,SE_AT,Alto Alentejo,Elvas,Portalegre,38.887179926942,-7.16938433645039,se-at_2025,candidate,False,1207S5767100_30,30.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/30. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1212P5339100,VELADA,PC_AT,Alto Alentejo,Nisa,Portalegre,39.5914897843594,-7.70876575128392,pc-at_2025,candidate,False,1212P5339100_60,60.0,posto_de_corte,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1212S5666200,ALPALHÃO,SE_AT,Alto Alentejo,Nisa,Portalegre,39.4248577736793,-7.61951905818462,se-at_2025,candidate,False,1212S5666200_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1212S5666200,ALPALHÃO,SE_AT,Alto Alentejo,Nisa,Portalegre,39.4248577736793,-7.61951905818462,se-at_2025,candidate,False,1212S5666200_30,30.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/30. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1213S5566900,PONTE SOR,SE_AT,Alto Alentejo,Ponte de Sor,Portalegre,39.2345522486781,-8.00056386836767,se-at_2025,candidate,False,1213S5566900_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1213S5566900,PONTE SOR,SE_AT,Alto Alentejo,Ponte de Sor,Portalegre,39.2345522486781,-8.00056386836767,se-at_2025,candidate,False,1213S5566900_30,30.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/30. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1214S5681500,SÃO VICENTE,SE_AT,Alto Alentejo,Portalegre,Portalegre,39.319170621183,-7.44621770504133,se-at_2025,candidate,False,1214S5681500_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1214S5681500,SÃO VICENTE,SE_AT,Alto Alentejo,Portalegre,Portalegre,39.319170621183,-7.44621770504133,se-at_2025,candidate,False,1214S5681500_30,30.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/30. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1301S5008700,AMARANTE,SE_AT,Tâmega e Sousa,Amarante,Porto,41.2934088388982,-8.09756799510162,se-at_2025,candidate,False,1301S5008700_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1301S5008700,AMARANTE,SE_AT,Tâmega e Sousa,Amarante,Porto,41.2934088388982,-8.09756799510162,se-at_2025,candidate,False,1301S5008700_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1301S5020200,CARNEIRO,SE_AT,Tâmega e Sousa,Amarante,Porto,41.2072486501849,-7.96898998176557,se-at_2025,candidate,False,1301S5020200_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1301S5020200,CARNEIRO,SE_AT,Tâmega e Sousa,Amarante,Porto,41.2072486501849,-7.96898998176557,se-at_2025,candidate,False,1301S5020200_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1302P5020600,SEIXINHOS,PC_AT,Tâmega e Sousa,Baião,Porto,41.2088129688806,-7.89462238649366,pc-at_2025,candidate,False,1302P5020600_60,60.0,posto_de_corte,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1303P5015600,REGILDE,PC_AT,Tâmega e Sousa,Felgueiras,Porto,41.3586150531198,-8.25740110103337,pc-at_2025,candidate,False,1303P5015600_60,60.0,posto_de_corte,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1303S5009100,FELGUEIRAS,SE_AT,Tâmega e Sousa,Felgueiras,Porto,41.3458050749596,-8.19070061155552,se-at_2025,candidate,False,1303S5009100_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1303S5009100,FELGUEIRAS,SE_AT,Tâmega e Sousa,Felgueiras,Porto,41.3458050749596,-8.19070061155552,se-at_2025,candidate,False,1303S5009100_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1303S5021400,SOUSA,SE_AT,Tâmega e Sousa,Felgueiras,Porto,41.3542105563438,-8.2509864716005,se-at_2025,candidate,False,1303S5021400_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1303S5021400,SOUSA,SE_AT,Tâmega e Sousa,Felgueiras,Porto,41.3542105563438,-8.2509864716005,se-at_2025,candidate,False,1303S5021400_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
1304S5009400,JOVIM,SE_AT,Area Metropolitana do Porto,Gondomar,Porto,41.1044207807402,-8.50965709646801,se-at_2025,candidate,False,1304S5009400_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
1304S5009400,JOVIM,SE_AT,Area Metropolitana do Porto,Gondomar,Porto,41.1044207807402,-8.50965709646801,se-at_2025,candidate,False,1304S5009400_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
